language_id,translation_code,translated_name
59,ug,پۇشتۇچە
49,ug,تاگالوگچە
116,ug,تامىلچە
117,ug,تايلاندچە
118,ug,توڭانچە
119,ug,تۈركچە
47,ug,تېلۇگۇچە
68,ug,تىبەتچە
121,ug,تىگرىنياچە
46,ug,چېخچە
71,ug,خائۇساچە
60,ug,خەنچە
79,ug,خورۋاتچە
21,ug,دانىشچە
99,ug,دۇنيا تىلى
115,ug,رومانىشچە
48,ug,رۇسچە
52,ug,رۇمىنىيەچە
50,ug,رۇندىچە
120,ug,رىۋانداچە
55,ug,زۇلۇچە
63,ug,سانگوچە
93,ug,سكوتچە
56,ug,سومالىچە
54,ug,سېرب-كرودىيەچە
62,ug,سېربچە
2,ug,سىلوۋاكچە
1,ug,سىلوۋېنىيەچە
66,ug,سىنگالچە
5,ug,سىۋالىچە
65,ug,شوناچە
11,ug,شۋېدچە
4,ug,شىمالى سامىچە
70,ug,شىمالى ندەبەلەچە
40,ug,غەربى فىرىزيەچە
110,ug,فائېروچە
109,ug,فۇلاچە
101,ug,فىرانسۇزچە
96,ug,فىنچە
24,ug,قازاقچە
27,ug,قىرغىزچە
44,ug,كاتالانچە
72,ug,كانناداچە
83,ug,كەشمىرچە
32,ug,كورنىشچە
95,ug,كورېيەچە
51,ug,كېچياچە
15,ug,كىخمېرچە
74,ug,كىكۇيۇچە
77,ug,گالىتسىيانچە
102,ug,گانداچە
81,ug,گوللاندىيەچە
28,ug,گۇجاراتچە
90,ug,گېرمانچە
89,ug,گىرۇزىنچە
37,ug,گىرېكچە
22,ug,گىرېنلاندچە
114,ug,لائوسچە
39,ug,لاتۋىيەچە
98,ug,لۇبا-كاتانگاچە
108,ug,لىتۋاچە
103,ug,لىنگالاچە
41,ug,لىيۇكسېمبۇرگچە
80,ug,ماجارچە
30,ug,ماداغاسقارچە
23,ug,ماراتچە
69,ug,ماكېدونچە
67,ug,مالايامچە
14,ug,مالايچە
16,ug,مالتاچە
78,ug,مانچە
31,ug,موڭغۇلچە
25,ug,نورۋېگچە
87,ug,نورۋىگىيە بوكمالچە
85,ug,نېپالچە
100,ug,ھىندونېزىيەچە
88,ug,ھىندىچە
112,ug,ۋېلشچە
9,ug,ۋىيېتنامچە
36,ug,ياپونچە
53,ug,يورۇباچە
19,ug,يېڭى نورۋېگچە
34,ug,يىچە (سىچۈەن)
57,ug,يىددىشچە
86,uz,afrikancha
26,uz,akancha
10,uz,albancha
18,uz,amxarcha
76,uz,arabcha
17,uz,armancha
91,uz,assamcha
33,uz,bambarcha
113,uz,baskcha
20,uz,belaruscha
84,uz,bengalcha
75,uz,birmancha
82,uz,bolgarcha
73,uz,bosniycha
94,uz,bretoncha
46,uz,chexcha
21,uz,datcha
99,uz,esperantocha
105,uz,estoncha
110,uz,farercha
96,uz,fincha
107,uz,forscha
101,uz,fransuzcha
109,uz,Fulah
77,uz,galitsiycha
102,uz,gandcha
40,uz,gʻarbiy friziancha
81,uz,gollandcha
89,uz,gruzincha
28,uz,gujoratcha
88,uz,hindcha
13,uz,ibroniy
38,uz,igbocha
100,uz,indoneyzcha
106,uz,inglizcha
12,uz,irlandcha
45,uz,islandcha
104,uz,ispancha
42,uz,italyancha
35,uz,ivicha
22,uz,kalallisutcha
72,uz,kannadcha
83,uz,kashmircha
44,uz,katalancha
74,uz,kikuycha
120,uz,kinyarvandcha
95,uz,koreyscha
32,uz,kornishcha
114,uz,laoscha
39,uz,latishcha
103,uz,lingalcha
108,uz,litovcha
98,uz,luba-katangcha
41,uz,lyuksemburgcha
69,uz,makedoncha
30,uz,malagasiycha
67,uz,malayamcha
14,uz,malaycha
16,uz,maltacha
23,uz,maratcha
78,uz,mencha
31,uz,mo‘g‘ulcha
90,uz,nemischa
85,uz,nepalcha
87,uz,norvegcha bokmal
19,uz,norvegcha ninorsk
25,uz,Norwegian
7,uz,oʻzbekcha
111,uz,oriycha
43,uz,oromocha
97,uz,Ossetic
92,uz,ozarbayjoncha
64,uz,panjobcha
8,uz,polyakcha
58,uz,portugalcha
59,uz,pushtu tili
27,uz,qirgʻizcha
24,uz,qozoqcha
51,uz,qvechuancha
115,uz,romancha
52,uz,rumincha
50,uz,rundcha
48,uz,ruscha
63,uz,sangoancha
93,uz,Scottish Gaelic
62,uz,serbcha
54,uz,Serbo-Croatian
70,uz,shimoliy ndebelcha
4,uz,shimoliy semiycha
65,uz,shoniycha
11,uz,shvedcha
66,uz,sinholcha
2,uz,slovakcha
1,uz,slovencha
56,uz,somalicha
5,uz,svahilcha
49,uz,Tagalog
116,uz,tamilcha
117,uz,taycha
47,uz,telugvancha
68,uz,tibetcha
121,uz,tigrincha
118,uz,tongocha
119,uz,turkcha
112,uz,uelscha
61,uz,ukraincha
3,uz,urducha
6,uz,uygʻurcha
80,uz,vengrcha
9,uz,vyetnamcha
71,uz,xauscha
60,uz,xitoycha
15,uz,xmercha
79,uz,xorvatcha
36,uz,yaponcha
57,uz,Yiddish
53,uz,yorubcha
29,uz,yovoncha
37,uz,yunoncha
34,uz,zichuan yicha
55,uz,zuluancha
86,pl,afrikaans
26,pl,akan
10,pl,albański
18,pl,amharski
106,pl,angielski
76,pl,arabski
91,pl,asamski
92,pl,azerski
33,pl,bambara
113,pl,baskijski
84,pl,bengalski
20,pl,białoruski
75,pl,birmański
73,pl,bośniacki
94,pl,bretoński
82,pl,bułgarski
60,pl,chiński
79,pl,chorwacki
46,pl,czeski
21,pl,duński
29,pl,dzongkha
99,pl,esperanto
105,pl,estoński
35,pl,ewe
110,pl,farerski
96,pl,fiński
101,pl,francuski
109,pl,fulani
77,pl,galicyjski
102,pl,ganda
37,pl,grecki
22,pl,grenlandzki
89,pl,gruziński
28,pl,gudźaracki
71,pl,hausa
13,pl,hebrajski
88,pl,hindi
104,pl,hiszpański
38,pl,igbo
100,pl,indonezyjski
12,pl,irlandzki
45,pl,islandzki
36,pl,japoński
57,pl,jidysz
53,pl,joruba
72,pl,kannada
83,pl,kaszmirski
44,pl,kataloński
24,pl,kazachski
51,pl,keczua
15,pl,khmerski
74,pl,kikuju
120,pl,kinya-ruanda
27,pl,kirgiski
95,pl,koreański
32,pl,kornijski
114,pl,laotański
4,pl,lapoński północny
103,pl,lingala
108,pl,litewski
98,pl,luba-katanga
41,pl,luksemburski
39,pl,łotewski
69,pl,macedoński
67,pl,malajalam
14,pl,malajski
30,pl,malgaski
16,pl,maltański
78,pl,manx
23,pl,marathi
31,pl,mongolski
70,pl,ndebele północny
85,pl,nepalski
81,pl,niderlandzki
90,pl,niemiecki
25,pl,norweski
87,pl,norweski (bokmål)
19,pl,norweski (nynorsk)
111,pl,orija
17,pl,ormiański
43,pl,oromski
97,pl,osetyjski
59,pl,paszto
64,pl,pendżabski
107,pl,perski
8,pl,polski
58,pl,portugalski
115,pl,retoromański
48,pl,rosyjski
52,pl,rumuński
50,pl,rundi
63,pl,sango
62,pl,serbski
54,pl,serbsko-chorwacki
2,pl,słowacki
1,pl,słoweński
56,pl,somalijski
5,pl,suahili
34,pl,syczuański
66,pl,syngaleski
93,pl,szkocki gaelicki
65,pl,szona
11,pl,szwedzki
49,pl,tagalski
117,pl,tajski
116,pl,tamilski
47,pl,telugu
121,pl,tigrinia
118,pl,tonga
119,pl,turecki
68,pl,tybetański
6,pl,ujgurski
61,pl,ukraiński
3,pl,urdu
7,pl,uzbecki
112,pl,walijski
80,pl,węgierski
9,pl,wietnamski
42,pl,włoski
40,pl,zachodniofryzyjski
55,pl,zulu
76,vi,Tiếng Ả Rập
12,vi,Tiếng Ai-len
26,vi,Tiếng Akan
18,vi,Tiếng Amharic
10,vi,Tiếng An-ba-ni
106,vi,Tiếng Anh
17,vi,Tiếng Armenia
91,vi,Tiếng Assam
92,vi,Tiếng Azerbaijan
8,vi,Tiếng Ba Lan
107,vi,Tiếng Ba Tư
33,vi,Tiếng Bambara
113,vi,Tiếng Basque
20,vi,Tiếng Belarus
84,vi,Tiếng Bengali
58,vi,Tiếng Bồ Đào Nha
94,vi,Tiếng Breton
82,vi,Tiếng Bulgaria
44,vi,Tiếng Catalan
32,vi,Tiếng Cornwall
79,vi,Tiếng Croatia
34,vi,Tiếng Di Tứ Xuyên
13,vi,Tiếng Do Thái
29,vi,Tiếng Dzongkha
21,vi,Tiếng Đan Mạch
90,vi,Tiếng Đức
105,vi,Tiếng Estonia
35,vi,Tiếng Ewe
110,vi,Tiếng Faore
40,vi,Tiếng Frisia
109,vi,Tiếng Fulah
77,vi,Tiếng Galician
102,vi,Tiếng Ganda
89,vi,Tiếng Gruzia
28,vi,Tiếng Gujarati
81,vi,Tiếng Hà Lan
95,vi,Tiếng Hàn
71,vi,Tiếng Hausa
88,vi,Tiếng Hindi
80,vi,Tiếng Hungary
37,vi,Tiếng Hy Lạp
45,vi,Tiếng Iceland
38,vi,Tiếng Igbo
100,vi,Tiếng Indonesia
22,vi,Tiếng Kalaallisut
72,vi,Tiếng Kannada
83,vi,Tiếng Kashmiri
24,vi,Tiếng Kazakh
15,vi,Tiếng Khơ-me
74,vi,Tiếng Kikuyu
120,vi,Tiếng Kinyarwanda
27,vi,Tiếng Kyrgyz
114,vi,Tiếng Lào
39,vi,Tiếng Latvia
103,vi,Tiếng Lingala
108,vi,Tiếng Lít-va
98,vi,Tiếng Luba-Katanga
41,vi,Tiếng Luxembourg
69,vi,Tiếng Macedonia
30,vi,Tiếng Malagasy
67,vi,Tiếng Malayalam
14,vi,Tiếng Malaysia
16,vi,Tiếng Malt
78,vi,Tiếng Manx
23,vi,Tiếng Marathi
75,vi,Tiếng Miến Điện
31,vi,Tiếng Mông Cổ
25,vi,Tiếng Na Uy
87,vi,Tiếng Na Uy (Bokmål)
19,vi,Tiếng Na Uy (Nynorsk)
86,vi,Tiếng Nam Phi
73,vi,Tiếng Nam Tư
70,vi,Tiếng Ndebele Miền Bắc
85,vi,Tiếng Nepal
48,vi,Tiếng Nga
36,vi,Tiếng Nhật
111,vi,Tiếng Oriya
43,vi,Tiếng Oromo
97,vi,Tiếng Ossetic
59,vi,Tiếng Pashto
101,vi,Tiếng Pháp
96,vi,Tiếng Phần Lan
64,vi,Tiếng Punjab
51,vi,Tiếng Quechua
99,vi,Tiếng Quốc Tế Ngữ
115,vi,Tiếng Romansh
52,vi,Tiếng Rumani
50,vi,Tiếng Rundi
4,vi,Tiếng Sami Miền Bắc
63,vi,Tiếng Sango
46,vi,Tiếng Séc
62,vi,Tiếng Serbia
65,vi,Tiếng Shona
66,vi,Tiếng Sinhala
2,vi,Tiếng Slovak
1,vi,Tiếng Slovenia
56,vi,Tiếng Somali
5,vi,Tiếng Swahili
49,vi,Tiếng Tagalog
116,vi,Tiếng Tamil
104,vi,Tiếng Tây Ban Nha
68,vi,Tiếng Tây Tạng
47,vi,Tiếng Telugu
117,vi,Tiếng Thái
119,vi,Tiếng Thổ Nhĩ Kỳ
11,vi,Tiếng Thụy Điển
121,vi,Tiếng Tigrigya
118,vi,Tiếng Tonga
60,vi,Tiếng Trung
61,vi,Tiếng Ucraina
3,vi,Tiếng Uđu
6,vi,Tiếng Uyghur
7,vi,Tiếng Uzbek
9,vi,Tiếng Việt
112,vi,Tiếng Wales
54,vi,Tiếng Xéc bi - Croatia
93,vi,Tiếng Xentơ (Xcốt len)
42,vi,Tiếng Ý
57,vi,Tiếng Y-đit
53,vi,Tiếng Yoruba
55,vi,Tiếng Zulu
86,sq,afrikanisht
26,sq,akanisht
18,sq,amarike
106,sq,anglisht
76,sq,arabisht
17,sq,armenisht
91,sq,asamezisht
92,sq,azere
33,sq,bambara
113,sq,baskisht
84,sq,bengalisht
75,sq,birmanisht
20,sq,bjellorusisht
87,sq,bokmalishte norvegjeze
73,sq,boshnjakisht
94,sq,bretone
82,sq,bullgarisht
46,sq,çekisht
21,sq,danisht
99,sq,esperanto
105,sq,estonisht
110,sq,faroisht
96,sq,finlandisht
101,sq,frëngjisht
40,sq,frizianisht
109,sq,Fulah
77,sq,galike
102,sq,gandisht
37,sq,greqisht
28,sq,guxharatisht
89,sq,gjeorgjisht
90,sq,gjermanisht
71,sq,hausisht
13,sq,hebraisht
81,sq,holandisht
80,sq,hungarisht
38,sq,igbe
88,sq,indishte
100,sq,indonezisht
12,sq,irlandezçe
45,sq,islandisht
42,sq,italisht
36,sq,japonisht
53,sq,jorubisht
35,sq,juisht
22,sq,kalalisute
72,sq,kanade
83,sq,kashmire
44,sq,katalonisht
24,sq,kazakisht
51,sq,keçua
74,sq,kikujuisht
60,sq,kinezisht
120,sq,kiniaruandisht
27,sq,kirgizisht
15,sq,kmere
95,sq,koreanisht
32,sq,kornisht
79,sq,kroatisht
114,sq,laosisht
39,sq,letonisht
103,sq,lingalisht
108,sq,lituanisht
98,sq,Lubakatange
41,sq,luksemburgase
30,sq,malageze
67,sq,malajalame
14,sq,malajisht
16,sq,maltisht
78,sq,mankse
69,sq,maqedonisht
23,sq,maratisht
31,sq,mongolisht
70,sq,ndebelishte veriore
85,sq,nepalisht
19,sq,ninorske norvegjeze
25,sq,Norwegian
111,sq,orije
43,sq,oromoisht
97,sq,Ossetic
64,sq,panxhabe
59,sq,pashto
107,sq,persisht
8,sq,polonisht
58,sq,portugalisht
115,sq,rome
52,sq,rumanisht
50,sq,rundisht
48,sq,rusisht
